City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
693,Westport,US,41.1415,-73.3579,57.88,88,100,20.71,light rain
694,Jos,NG,9.9167,8.9,63.54,87,62,1.59,broken clouds
695,Mangrol,IN,21.1167,70.1167,84.15,65,3,9.57,clear sky
696,Neiafu,TO,-18.65,-173.9833,79.48,89,75,9.22,broken clouds
697,Saint-Francois,FR,46.4154,3.9054,45.84,100,100,1.14,fog
698,Porto Santo,PT,33.072,-16.3415,70.18,78,20,11.5,few clouds
699,Pangody,RU,65.85,74.4859,36.43,83,100,14.76,overcast clouds
700,Charleston,US,32.7766,-79.9309,60.03,90,0,0.0,clear sky
701,Ipameri,BR,-17.7219,-48.1597,69.21,85,91,3.96,overcast clouds
702,Kuito,AO,-12.3833,16.9333,60.19,71,13,3.69,few clouds
703,Buta,CD,2.7858,24.73,69.33,99,100,1.19,light rain
704,Ahipara,NZ,-35.1667,173.1667,57.4,84,99,16.2,overcast clouds
705,Otane,NZ,-39.8833,176.6333,47.39,74,83,13.89,broken clouds
706,Kimberley,ZA,-28.7323,24.7623,55.09,44,0,3.44,clear sky
707,Magalia,US,39.8121,-121.5783,69.12,60,77,1.01,broken clouds
708,Isabela,PH,6.7085,121.9711,87.03,63,58,8.3,broken clouds
709,Mchinji,MW,-13.7984,32.8802,70.16,31,14,9.71,few clouds
710,Amahai,ID,-3.3333,128.9167,84.51,70,96,5.46,overcast clouds
711,Dormidontovka,RU,47.7702,134.9076,43.65,38,48,15.86,scattered clouds
712,Laguna De Perlas,NI,12.3429,-83.6712,77.16,90,100,9.22,overcast clouds
713,Mancio Lima,BR,-7.6142,-72.8958,75.15,69,2,2.33,clear sky
714,Baylo,PH,7.8539,126.0581,84.83,73,99,3.0,light rain
715,Vallenar,CL,-28.5708,-70.7581,51.24,80,1,2.66,clear sky
716,Shuyskoye,RU,59.3736,41.0305,47.95,95,100,7.72,overcast clouds
